"CODRM","NOME_RM","ANO","ESPVIDA","FECTOT","MORT1","MORT5","SOBRE40","SOBRE60","RAZDEP","T_ENV","E_ANOSESTUDO","T_ANALF11A14","T_ANALF15A17","T_ANALF15M","T_ANALF18A24","T_ANALF18M","T_ANALF25A29","T_ANALF25M","T_ATRASO_2_BASICO","T_ATRASO_2_FUND","T_FBBAS","T_FBFUND","T_FBMED","T_FBSUPER","T_FLBAS","T_FLFUND","T_FLMED","T_FLSUPER","T_FREQ0A5","T_FREQ15A17","T_FREQ18A24","T_FREQ25A29","T_FREQ5A6","T_FREQ6A14","T_FREQ6A17","T_FREQFUND1517","T_FREQFUND1824","T_FREQMED1824","T_FUND11A13","T_FUND15A17","T_FUND18A24","T_FUND18M","T_FUND25M","T_MED18A20","T_MED18A24","T_MED18M","T_MED25M","T_SUPER25M","CORTE1","CORTE2","CORTE3","CORTE4","CORTE9","GINI","PIND","PINDCRI","PMPOB","PMPOBCRI","PPOB","PPOBCRI","PREN10RICOS","PREN20","PREN20RICOS","PREN40","PREN60","PREN80","PRENTRAB","R1040","R2040","RDPC","RDPC1","RDPC10","RDPC2","RDPC3","RDPC4","RDPC5","RDPCT","RIND","RMPOB","RPOB","THEIL","P_AGRO","P_COM","P_CONSTR","P_EXTR","P_SERV","P_SIUP","P_TRANSF","CPR","EMP","P_FORMAL","TRABCC","TRABPUB","TRABSC","P_FUND","P_MED","P_SUPER","REN0","REN1","REN2","REN3","REN5","RENOCUP","THEILtrab","T_ATIV","T_ATIV1014","T_ATIV1517","T_ATIV1824","T_ATIV18M","T_ATIV2529","T_DES","T_DES1014","T_DES1517","T_DES1824","T_DES18M","T_DES2529","T_AGUA","T_BANAGUA","T_DENS","T_LIXO","T_LUZ","AGUA_ESGOTO","PAREDE","T_CRIFUNDIN_TODOS","T_FORA0A5","T_FORA6A14","T_FUNDIN_TODOS","T_FUNDIN_TODOS_MMEIO","T_FUNDIN18MINF","T_M10A17CF","T_MULCHEFEFIF014","T_NESTUDA_NTRAB_MMEIO","T_OCUPDESLOC_1","T_RMAXIDOSO","T_SLUZ","T_VULNERA_NESTUDA_NTRAB_MMEIO","T_VULNERA_MULCHEFE","T_VULNERA_RMAXIDOSO","T_VULNERA_OCUPDESLOC_13","HOMEM0A4","HOMEM10A14","HOMEM15A19","HOMEM20A24","HOMEM25A29","HOMEM30A34","HOMEM35A39","HOMEM40A44","HOMEM45A49","HOMEM50A54","HOMEM55A59","HOMEM5A9","HOMEM60A64","HOMEM65A69","HOMEM70A74","HOMEM75A79","HOMENS80","HOMEMTOT","MULH0A4","MULH10A14","MULH15A19","MULH20A24","MULH25A29","MULH30A34","MULH35A39","MULH40A44","MULH45A49","MULH50A54","MULH55A59","MULH5A9","MULH60A64","MULH65A69","MULH70A74","MULH75A79","MULHER80","MULHERTOT","PEA","PEA1014","PEA1517","PEA18M","PESO1","PESO1114","PESO1113","PESO1214","PESO13","PESO15","PESO1517","PESO1524","PESO1618","PESO18","PESO1820","PESO1824","PESO1921","PESO25","PESO4","PESO5","PESO6","PESO610","PESO617","PESO65","PESOM1014","PESOM1517","PESOM15M","PESOM25M","PESORUR","PESOTOT","PESOURB","PIA","PIA1014","PIA1517","PIA18M","POP","POPT","MULCHEFEFDOM","DOMVULNERACOMID","POPVULNERAVEL15A24","OCUPMMEIOD","T_FBFUND_TUDO","T_FBMED_TUDO","T_FBBAS_TUDO","T_FLFUND_TUDO","T_FLMED_TUDO","T_FLBAS_TUDO","T_FUND11A13_TUDO","I_ESCOLARIDADE","I_FREQ_PROP","IDHM","IDHM_E","IDHM_L","IDHM_R"
"62400","RM Natal (RN)","2010","73.83","1.93","17.28","18.80","94.42","83.97","43.29","6.55","10.03","4.64","2.91","10.83","3.20","11.46","5.07","13.43","20.65","15.44","104.81","115.76","75.58","36.38","88.33","92.15","40.51","17.35","48.15","84.32","35.95","17.34","93.45","96.65","93.29","31.35","3.74","8.06","86.10","52.73","75.10","60.29","56.75","42.67","50.70","44.12","42.55","12.48","170.00","285.00","488.57","900.00","1665.00","0.61","4.92","8.80","15.20","26.65","36.23","54.33","50.07","2.62","65.63","8.39","17.96","34.37","72.43","23.87","15.64","778.86","102.21","3899.98","224.54","372.50","639.24","2555.82","781.84","34.39","85.36","152.25","0.69","4.11","19.07","7.72","0.61","51.94","1.14","10.43","19.28","1.91","63.34","50.10","8.16","18.63","68.29","52.40","14.70","2.36","18.55","71.96","81.56","89.55","1319.22","0.53","","4.12","20.98","64.94","65.06","76.61","","27.39","35.91","21.92","10.12","11.56","95.15","94.33","29.16","98.02","99.73","3.26","0.66","27.65","51.85","3.35","20.81","13.27","31.32","2.74","15.97","13.07","1.66","2.35","0.27","34.03","19.92","59.24","10.07","50069","61357","62238","67184","63087","55238","47381","45179","39579","30690","22703","52542","18682","12745","9364","5882","7689","651609","47734","59656","63033","69857","67254","60165","52894","51215","45828","35901","27907","50810","24090","17182","13569","9216","13525","709836","","4986","16101","626223","19528","96421","71291","72717","57985","1039277","76745","262312","75304","962532","74190","185567","77053","776965","20290","20728","19735","107216","280382","89172","59656","38487","551636","418746","142059","1361445","1219386","1160290","121013","76745","962532","1356555","","","","","","123.64","99.79","117.14","96.90","50.20","93.86","88.79","0.603","0.687","0.733","0.658","0.814","0.736"
"62600","RM Recife (PE)","2010","73.79","1.69","17.30","20.08","94.26","83.71","42.22","7.06","9.86","3.06","1.97","8.65","2.44","9.12","3.47","10.51","20.30","15.91","105.01","115.30","75.94","32.34","88.15","91.89","41.45","14.27","50.87","86.21","34.06","16.01","94.77","97.06","94.22","29.69","3.75","7.85","84.42","54.62","74.86","61.01","58.12","42.20","49.78","44.21","43.05","12.21","160.00","261.00","430.00","802.00","1510.00","0.64","5.89","10.29","16.46","27.96","39.47","57.27","54.62","2.44","68.64","7.86","16.55","31.36","69.11","27.81","17.48","780.36","95.20","4262.04","211.30","339.29","577.73","2678.30","782.50","35.61","83.12","151.83","0.77","1.74","19.33","7.29","0.14","54.75","1.30","8.87","19.69","1.87","62.82","52.13","5.91","19.13","69.74","53.81","15.26","1.56","19.49","73.00","82.71","89.86","1314.92","0.56","","3.93","19.02","63.98","63.19","77.33","","35.18","44.25","27.59","13.49","15.69","92.00","90.64","27.02","95.39","99.90","4.91","1.59","26.54","49.13","2.94","20.34","12.88","31.24","2.80","15.87","15.35","3.05","3.22","0.10","35.74","18.08","65.92","16.84","127342","157357","156221","163127","162149","151304","136274","123450","108508","90723","69129","139934","53570","36587","26913","16354","17761","1736703","123212","152492","156492","172095","176984","168956","156487","143949","130265","111614","90718","134587","72886","53766","43140","28721","37480","1953844","","12177","35941","1685063","48882","245668","183365","184025","149685","2855623","188962","647935","187659","2666661","188099","458973","192175","2207688","51987","52974","53030","285728","720358","260722","152492","94190","1543553","1214966","101371","3690547","3589176","3165472","309849","188962","2666661","3673540","","","","","","124.48","109.54","120.57","97.16","52.14","94.59","87.73","0.610","0.690","0.734","0.662","0.813","0.736"
"62700","RM Maceió (AL)","2010","72.67","2.03","21.60","23.57","93.35","82.51","46.10","5.47","9.57","5.09","3.26","13.61","4.48","14.47","7.77","16.80","23.85","17.66","105.23","118.05","67.91","33.34","88.44","91.74","35.89","15.66","43.75","82.87","35.67","15.93","88.04","95.23","92.07","37.86","5.44","8.55","83.18","46.11","68.66","55.08","51.92","38.35","44.59","39.16","37.89","12.00","145.71","250.00","400.00","765.00","1427.50","0.63","6.69","11.72","18.97","31.32","43.96","62.04","52.33","2.51","67.26","8.05","17.01","32.74","72.00","26.02","16.72","691.51","86.62","3618.86","191.57","309.86","543.81","2325.69","694.22","36.13","83.54","149.44","0.74","3.03","18.75","8.14","0.29","53.23","1.08","8.04","20.02","1.67","60.44","46.97","7.91","21.95","63.11","47.47","14.90","1.81","21.21","73.75","82.69","89.98","1262.78","0.55","","4.53","21.62","61.77","64.00","74.73","","23.54","40.94","27.89","12.43","14.74","95.34","93.71","30.51","97.15","99.75","2.69","2.36","35.69","56.25","4.77","27.16","18.89","35.48","4.08","20.26","16.74","2.96","2.85","0.25","36.54","23.83","63.76","14.62","48883","58567","55225","53961","52619","48378","43018","38321","32461","26510","20425","52971","14982","10347","7215","4277","4439","572599","47329","57496","56515","59178","59713","56143","50481","45739","38455","31888","25507","50674","19298","13758","10382","6986","8800","638342","","5258","14840","528883","18870","92664","68693","69963","57303","895021","68642","224879","66834","826379","64475","156237","64947","670142","20039","20049","20278","106995","268301","66204","57496","34473","482843","367150","27094","1210941","1183847","1011084","116063","68642","826379","1204815","","","","","","124.09","87.52","114.74","95.34","43.21","92.24","85.51","0.55","0.64","0.702","0.608","0.795","0.717"
"62900","RM Salvador (BA)","2010","74.45","1.68","16.20","18.82","95.64","87.07","38.18","5.72","9.41","2.43","1.50","4.87","1.49","5.10","1.83","5.87","24.95","19.31","108.21","120.18","74.81","34.94","87.29","91.64","35.83","14.16","48.29","85.47","35.63","16.47","93.41","96.24","93.40","35.24","4.95","8.71","81.88","48.56","75.84","66.77","64.85","39.02","50.18","49.27","49.08","12.63","178.00","310.00","510.00","1000.00","1806.67","0.62","4.81","8.47","13.19","22.80","33.25","50.13","52.11","2.52","67.05","8.11","17.33","32.95","74.43","25.69","16.53","874.07","110.04","4554.60","244.49","402.86","682.80","2930.14","876.07","35.77","83.19","155.49","0.73","1.45","16.97","9.65","0.65","54.07","1.13","7.93","18.80","1.81","65.61","55.70","4.47","17.82","72.86","56.32","14.74","1.78","17.19","69.52","80.51","88.72","1404.46","0.55","","6.07","24.35","67.57","70.07","80.63","","39.41","44.35","27.10","13.37","16.67","94.56","93.45","28.36","95.86","99.76","1.70","0.91","22.89","51.71","3.76","17.35","9.91","24.99","2.51","15.11","12.60","2.67","1.99","0.24","33.84","17.30","62.17","19.19","120036","149023","147204","163277","180988","164428","134532","120378","104037","87980","65865","128419","47026","29971","21082","12821","13088","1690155","116424","144479","150238","175586","200355","185833","153378","138315","122715","104875","80444","124622","59044","42065","32489","23012","29944","1883818","","17816","43600","1830167","47006","232250","174303","173120","142674","2790970","179057","636305","180231","2611913","179200","457248","178555","2154665","46780","48031","48777","266262","677569","204472","144479","89915","1498293","1172469","67821","3573973","3506152","3084472","293502","179057","2611913","3558711","","","","","","128.40","110.94","123.80","96.47","46.06","93.69","85.39","0.668","0.657","0.743","0.661","0.824","0.754"
"63100","RM Belo Horizonte (MG)","2010","75.94","1.72","13.90","16.21","94.15","83.87","40.08","7.16","9.93","1.26","0.94","4.07","0.81","4.28","0.95","4.99","16.61","13.78","100.66","111.01","71.96","39.86","88.15","92.88","47.65","17.99","45.33","86.76","31.79","16.79","92.33","97.49","94.65","23.20","2.03","5.63","88.81","63.49","81.52","62.56","58.67","47.53","55.52","45.10","42.96","15.05","263.75","437.14","655.00","1213.33","2166.67","0.59","1.25","2.64","5.58","11.46","19.33","34.10","49.18","3.29","64.00","9.77","19.73","36.00","73.68","20.13","13.10","1079.91","177.41","5310.85","350.36","537.30","878.78","3455.69","1080.51","35.09","95.61","174.53","0.62","1.69","15.75","8.70","0.89","53.03","0.95","11.86","19.05","1.97","73.06","59.03","5.76","13.04","69.31","51.56","16.46","1.36","9.37","63.37","77.08","87.29","1581.70","0.49","","4.90","30.81","74.71","70.84","84.55","","28.63","34.59","13.73","6.67","7.46","98.88","97.57","20.45","98.62","99.91","0.55","0.19","22.19","54.67","2.51","17.39","6.57","24.67","1.91","14.33","6.40","1.81","1.25","0.09","33.07","18.22","65.39","24.11","157080","201970","202661","222381","228223","214025","179632","165878","150729","132690","101954","171556","75398","53700","38664","25013","23377","2344931","152085","198081","202375","227351","239135","226652","193616","182287","173164","153100","121902","166952","93342","68903","53610","38643","47841","2539039","","19602","74489","2546328","61756","318537","238046","239144","183966","3836246","241769","854768","239843","3594477","249797","612999","258717","2981478","63443","64484","64669","355538","915844","349751","198081","120629","2021921","1592195","91879","4883970","4792091","4236297","400051","241769","3594477","4860906","","","","","","118.54","106.73","115.41","97.64","60.02","94.97","91.93","0.626","0.730","0.774","0.694","0.849","0.788"
"63200","RM Grande Vitória (MG)","2010","75.85","1.78","12.90","15.13","93.08","83.39","41.04","6.44","9.89","1.27","0.95","4.74","0.99","5.00","1.24","5.87","16.10","12.93","97.83","107.52","69.73","36.99","87.40","91.86","46.05","18.16","45.23","82.97","30.75","14.18","89.57","96.42","92.97","22.86","1.70","4.89","87.16","62.28","80.89","65.16","61.75","48.30","55.70","47.67","45.92","15.14","255.00","433.33","672.00","1250.00","2138.75","0.57","1.28","2.58","5.89","11.82","20.09","34.29","46.54","3.32","62.12","9.91","20.39","37.88","74.75","18.79","12.54","1038.38","172.55","4832.79","341.81","544.17","908.31","3225.08","1039.40","36.24","96.21","172.94","0.59","1.63","17.56","9.68","1.60","51.71","1.09","9.86","19.21","2.68","71.44","57.83","5.72","13.66","71.81","54.48","16.93","1.08","9.74","61.13","75.27","86.37","1621.23","0.47","","4.85","30.37","71.20","69.32","82.38","","33.94","34.14","16.44","7.76","9.12","98.06","97.52","22.03","97.77","99.93","0.59","0.99","21.85","54.77","3.58","17.38","7.13","23.91","2.46","13.72","8.05","1.61","1.23","0.07","38.65","17.37","65.69","19.50","60010","71134","70049","80237","80604","72323","60086","56238","52115","46272","36027","63045","24716","16768","12119","8104","7794","817641","57810","69769","70579","80132","82469","77000","64743","61447","58583","52270","41217","60554","29518","21064","16522","12153","14233","870063","","6834","25568","846532","24115","111710","83901","84144","69966","1305382","84188","300997","83386","1221194","86385","216809","90292","1004385","23739","24349","24255","128443","324341","108757","69769","42037","681930","531219","28697","1687704","1659007","1446285","140903","84188","1221194","1678532","","","","","","113.68","99.14","109.95","96.66","57.88","93.41","90.31","0.652","0.718","0.772","0.695","0.848","0.782"
"63300","RM Rio Janeiro (RJ)","2010","75.31","1.66","13.70","15.96","92.72","82.62","42.85","9.12","9.56","1.64","1.00","3.57","0.97","3.73","1.33","4.22","20.40","16.46","105.28","114.98","77.76","36.41","88.26","92.04","43.62","16.15","47.61","86.72","34.84","16.21","93.01","96.75","94.14","29.10","3.20","7.98","84.01","56.64","80.13","67.33","65.05","43.53","52.68","47.89","47.03","15.60","255.00","433.33","666.67","1275.00","2333.33","0.60","1.87","3.88","6.76","13.70","21.06","36.60","50.37","2.91","65.40","8.88","18.42","34.60","69.17","22.68","14.72","1130.75","164.26","5695.18","338.04","539.31","914.75","3697.42","1132.00","35.27","90.73","168.83","0.67","0.64","16.99","7.55","0.75","58.28","1.12","7.70","19.79","1.92","68.14","54.63","6.32","16.33","73.76","55.31","18.01","1.32","10.16","60.73","75.04","85.56","1691.81","0.50","","3.83","17.73","63.33","64.58","78.51","","32.11","32.04","19.21","8.51","10.50","95.05","94.69","31.67","97.22","99.95","1.47","0.44","20.59","52.39","3.25","16.52","6.49","24.17","2.56","13.81","8.28","2.38","1.43","0.05","34.57","16.50","66.45","28.62","368046","489204","471328","481186","498858","476820","425553","401184","380625","342167","278412","408224","215523","152218","115646","77859","74879","5657732","358180","474734","466839","490318","526322","517240","470497","448159","438128","407992","347254","395473","278112","207310","171103","129361","160778","6287800","","36919","101075","5735949","143478","764713","573202","574531","432896","9452005","570077","1909745","557724","8881928","562655","1339668","572969","7542260","149880","155803","155056","847201","2181991","1089182","474757","283342","5059587","4102387","79832","11945976","11866144","10415943","963938","570077","8881928","11894867","","","","","","122.40","109.90","119.14","96.99","53.34","94.34","87.40","0.673","0.693","0.771","0.686","0.839","0.796"
"63500","RM São Paulo (SP)","2010","76.15","1.62","13.00","15.08","95.05","84.96","40.96","7.12","10.64","1.12","0.81","3.57","0.85","3.74","1.08","4.31","11.54","9.43","102.46","109.37","82.33","41.25","86.44","89.89","52.12","17.64","51.42","86.01","32.43","17.94","93.46","96.47","93.79","17.00","2.35","4.84","87.95","70.04","82.69","66.01","62.72","51.03","57.52","47.38","45.38","17.12","297.50","500.00","750.00","1400.00","2500.00","0.60","1.23","2.41","4.93","9.61","16.64","28.89","50.36","3.03","64.94","9.23","18.91","35.06","76.78","21.83","14.08","1249.72","189.54","6293.92","386.97","604.87","1009.10","4058.11","1250.43","36.12","93.32","172.40","0.66","0.63","15.55","6.13","0.10","53.12","0.77","14.02","18.29","2.20","71.85","60.57","3.28","14.73","73.52","55.35","19.86","1.31","9.45","56.10","71.43","83.76","1909.20","0.50","","5.07","30.00","74.66","69.59","82.39","","33.48","35.48","15.48","7.78","8.62","96.77","96.48","34.37","99.61","99.94","0.66","0.86","17.94","48.58","3.53","14.82","4.68","23.85","2.04","14.28","6.20","1.95","1.02","0.06","36.18","17.57","65.28","33.06","665324","815122","778399","874393","908091","841063","745188","684323","600497","524156","419477","711052","308994","209957","151932","98523","97114","9433605","642329","796749","775746","884602","957101","911673","812482","747361","688740","614103","501228","687070","386337","274949","216546","157727","195627","10250370","","81722","281651","10040093","260928","1280203","960301","958585","776157","15366329","938835","3313140","921079","14427494","951182","2374305","990210","12053189","270568","275942","270769","1453848","3672886","1402375","796749","468512","8124222","6463874","225087","19683975","19458888","16978200","1611871","938835","14427494","19601268","","","","","","117.43","126.38","119.72","96.80","65.88","94.05","92.17","0.660","0.756","0.794","0.723","0.853","0.812"
"63501","RM Baixada Santista (SP)","2010","75.50","1.86","14.00","16.18","94.70","84.03","45.16","9.06","10.73","1.00","0.94","3.98","1.03","4.18","1.32","4.75","11.75","9.30","99.63","106.39","79.83","28.40","89.07","92.23","54.02","13.46","48.39","84.75","26.24","11.89","93.73","97.19","94.02","18.94","1.75","5.42","90.13","68.18","82.12","65.32","62.29","50.42","56.85","46.81","45.00","14.47","273.60","466.67","705.71","1237.50","2000.00","0.54","1.61","3.25","5.78","11.48","18.20","32.14","43.44","3.56","58.83","10.94","22.50","41.17","68.26","15.88","10.75","996.70","177.21","4330.07","368.07","576.23","930.44","2931.54","997.50","37.26","91.40","168.56","0.53","0.90","16.85","9.14","0.45","57.78","1.05","7.68","20.45","2.46","67.69","54.04","5.30","16.84","72.41","54.47","16.61","1.17","12.13","59.74","75.76","87.97","1498.15","0.39","","4.32","29.58","73.39","65.99","81.91","","38.52","36.35","19.87","9.25","11.02","97.68","97.29","33.58","99.33","99.88","0.84","2.78","18.33","51.61","2.81","15.36","5.28","25.66","2.61","14.97","8.07","0.84","1.17","0.12","40.41","17.45","62","11","56739","69196","65827","67561","68966","65376","59501","55542","51362","45851","39141","60871","29849","22474","16930","11174","10341","796701","54759","67499","65323","67001","72682","70957","64305","60820","58445","53867","46443","57957","37583","29068","23320","17005","20401","867435","","5905","23615","803283","21726","108550","81545","81251","66681","1297115","79835","265712","78235","1217280","77166","185877","78735","1031403","23091","23464","23087","123509","311894","150713","67499","39876","687220","554896","3461","1664136","1660675","1433810","136695","79835","1217280","1656438","","","","","","112.40","106.87","111.00","97.43","64.20","94.450","92.930","0.653","0.756","0.777","0.720","0.842","0.775"
"63502","RM Campinas (SP)","2010","76.46","1.64","12.60","14.58","95.20","85.39","38.63","7.44","10.76","1.04","0.80","3.66","0.65","3.84","0.93","4.46","11.47","9.65","99.71","107.40","78.78","39.47","87.13","91.01","54.93","18.34","54.24","86.00","30.08","15.63","95.64","97.18","94.18","16.02","1.73","4.23","88.29","71.33","83.87","64.16","60.30","53.63","59.59","46.13","43.49","15.66","360.00","555.00","825.00","1400.00","2333.33","0.52","0.73","1.48","2.74","5.62","10.90","19.97","42.09","4.15","57.50","12.16","24.03","42.50","78.99","13.84","9.46","1148.94","238.30","4835.35","460.27","681.71","1061.40","3303.01","1149.24","35.62","92.06","178.88","0.47","2.19","14.45","7.11","0.19","45.18","0.98","19.41","17.29","2.54","76.65","65.12","2.84","11.31","72.17","53.79","17.74","1.19","7.57","53.61","71.40","85.26","1748.43","0.40","","4.45","35.03","77.42","70.74","84.92","","29.05","28.02","12.78","6.35","7.26","97.77","97.62","23.44","99.77","99.97","0.40","0.50","16.58","45.76","2.82","15.13","3.55","23.75","1.92","11.40","4.29","0.47","0.83","0.03","39.88","16.15","71","14","89238","109047","112650","129295","133513","122840","108759","102159","92031","80835","64158","93464","47506","32840","24333","16030","15298","1373996","85655","105326","109671","125303","133408","125442","112138","106755","99458","87827","70349","89667","53285","38769","30769","22550","26769","1423141","0","9583","46110","1481443","35354","171237","127600","129590","103929","2224740","131862","476919","131663","2092878","139535","345057","144581","1747821","35610","36553","35664","189714","492555","207358","105326","65056","1142493","907519","71844","2797137","2725293","2439113","214373","131879","2092861","2782978","","","","","","115.20","111.82","114.29","97.46","66.97","94.500","92.980","0.642","0.772","0.792","0.726","0.858","0.798"
"63503","RM Vale do Paraíba e Litoral Norte (SP)","2010","76.03","1.81","13.20","15.28","94.98","84.79","41.48","7.15","11.12","1.17","0.91","3.86","0.98","4.06","1.14","4.67","10.26","8.06","98.75","105.46","79.89","32.85","89.28","92.35","56.89","14.45","48.45","85.83","26.01","13.68","95.02","97.84","94.69","16.47","1.51","4.75","90.00","72.44","84.58","64.81","60.92","53.86","59.55","47.42","45.04","14.04","266.80","440.00","665.00","1135.00","1812.50","0.53","1.40","2.72","5.67","11.00","18.63","31.32","43.49","3.80","58.68","11.36","22.96","41.32","74.65","15.32","10.33","933.37","177.20","4059.43","352.91","541.16","857.15","2738.41","934.17","36.68","93.71","170.87","0.51","3.43","14.95","9.78","0.76","49.64","1.13","14.74","18.75","2.25","68.27","56.67","4.44","16.17","72.20","55.11","15.84","2.02","13.73","62.89","77.00","88.31","1462.22","0.42","","4.95","29.53","74.75","68.83","82.01","","26.79","29.60","15.84","7.67","8.68","97.35","97.13","26.98","99.61","99.76","0.79","0.63","16.73","51.55","2.16","14.75","5.41","25.97","2.11","13.09","7.24","0.45","1.18","0.24","37.14","16.99","61","6","76947","96283","96134","99578","102336","96094","85140","79398","72969","64872","53254","82020","40173","27637","19407","12255","11827","1116324","74322","93068","92613","96745","102174","98203","88015","82783","79343","69725","57012","79435","44065","31405","23077","16580","19705","1148270","","9373","33582","1134868","29969","151304","112733","114181","89815","1762519","113721","385070","111889","1648798","113808","271349","115571","1377449","31485","31532","31465","167970","432995","161893","93068","55626","901445","712087","133298","2264594","2131296","1951870","189351","113721","1648798","2248235","","","","","","111.44","107.40","110.38","98.01","67.75","95.130","93.630","0.648","0.778","0.781","0.732","0.851","0.765"
"64100","RM Curitiba (PR)","2010","76.17","1.84","11.20","13.09","94.44","85.36","41.04","6.43","10.71","0.90","0.77","3.37","0.64","3.56","0.78","4.16","14.93","12.91","98.22","106.60","74.80","42.69","86.57","90.57","47.38","20.44","45.34","80.45","32.85","16.06","90.09","97.13","92.74","18.51","1.86","4.63","87.99","64.99","80.41","64.63","61.36","49.35","55.42","46.69","44.88","17.77","333.17","518.33","800.00","1400.00","2333.33","0.55","1.01","1.80","3.54","6.84","13.09","22.96","45.29","3.65","60.46","10.90","21.86","39.54","76.80","16.63","11.10","1183.32","215.87","5359.51","428.77","648.52","1046.01","3577.41","1184.67","33.24","89.46","174.36","0.55","4.20","15.71","7.56","0.46","48.75","1.17","14.39","20.24","3.01","72.35","59.08","4.38","11.46","70.93","52.52","18.96","2.15","10.24","55.37","72.51","85.36","1735.98","0.44","","6.09","35.46","76.17","73.20","85.60","","20.07","23.68","9.63","4.45","4.94","98.28","97.45","17.16","99.71","99.87","0.42","1.78","20.59","54.66","2.87","17.58","5.33","23.33","2.49","14.05","4.63","0.89","0.84","0.13","36.41","18.55","71.66","19.82","113292","139161","139183","144333","147736","139113","124821","114213","100015","84155","67678","119520","49611","33846","23691","15100","13744","1569212","109917","133873","136919","145162","150467","143690","130167","122380","112792","96701","77700","114955","58853","41714","31177","22439","25718","1654624","","16628","58760","1703664","45730","217388","161322","164320","132120","2493118","165708","565597","163088","2327410","167435","399889","170160","1927521","45359","46141","44822","243980","627076","207429","133873","82076","1295879","1013798","267564","3223836","2956272","2766152","273034","165708","2327410","3207150","","","","","","113.07","104.38","110.78","97.37","60.02","93.29","91.18","0.646","0.731","0.783","0.701","0.853","0.803"
"64300","RM Porto Alegre (RS)","2010","76.31","1.80","11.10","12.92","94.95","85.48","42.06","8.24","10.07","1.19","0.90","3.10","0.81","3.25","0.94","3.70","17.94","13.91","98.44","109.01","68.45","43.74","87.65","92.15","42.99","17.59","34.61","82.56","31.85","17.93","73.54","96.63","92.97","25.96","2.40","5.53","88.29","58.09","78.83","63.64","60.78","42.26","50.03","44.07","42.95","13.99","300.00","502.00","750.00","1333.33","2255.00","0.56","1.18","2.69","4.66","10.37","15.53","29.83","46.66","3.43","61.61","10.45","21.11","38.39","72.03","17.86","11.79","1143.12","196.03","5333.95","401.31","609.24","987.74","3521.29","1143.91","38.46","93.33","171.62","0.57","2.51","16.44","7.08","0.22","49.37","1.06","18.32","20.13","2.93","72.79","56.93","5.29","13.30","70.82","51.01","15.10","1.64","10.43","60.27","75.52","86.79","1626.15","0.45","","4.41","33.56","77.61","70.64","85.89","","22.49","24.60","10.96","5.37","6.28","97.57","96.68","18.97","99.53","99.86","0.58","2.68","23.83","65.39","3.37","19.47","6.37","24.29","2.25","17.00","5.25","0.80","0.85","0.14","33.25","19.88","66.92","14.04","128319","167710","164385","169418","178464","160292","139020","134266","133745","119619","96674","142525","72789","49963","34776","22770","20536","1935271","124576","161524","161734","170064","182727","166772","146765","146967","151636","136986","114796","136925","90808","66287","51655","39134","47061","2096417","","14519","66068","2100299","50434","259927","193884","194786","149564","3170109","196866","665601","192327","2973243","196129","468735","200363","2504508","52897","54001","54111","294756","751549","332182","161524","97368","1673392","1341594","123929","4031688","3907759","3499343","329234","196866","2973243","4004769","","","","","","115.09","95.51","109.99","96.72","53.08","93.31","90.89","0.636","0.655","0.762","0.649","0.855","0.797"
"65100","RM Vale do Rio Cuiabá (MT)","2010","75.06","1.86","15.30","18.73","93.34","83.36","40.75","5.13","10.19","1.25","0.99","5.29","1.01","5.61","1.45","6.71","14.56","12.14","97.66","106.38","73.88","45.85","83.32","88.97","43.17","21.30","40.00","83.26","37.22","18.28","88.46","95.85","92.47","17.87","2.35","5.65","85.25","66.23","79.89","66.12","62.83","48.17","53.99","47.74","46.25","16.15","255.00","418.57","640.00","1178.00","1950.00","0.57","1.86","3.31","6.38","11.97","20.09","33.25","46.62","3.39","61.83","10.23","20.81","38.17","80.38","18.23","12.09","984.91","166.79","4591.70","336.83","521.27","854.93","3044.70","988.12","31.29","89.42","167.19","0.58","3.53","17.45","7.74","0.35","51.40","1.01","7.49","20.78","1.96","63.96","49.23","8.84","17.26","71.74","53.51","17.61","2.41","10.23","62.04","76.29","87.11","1571.30","0.45","","7.58","32.28","70.08","72.57","80.76","","23.60","31.34","13.15","6.22","7.75","92.12","91.21","28.93","97.17","99.86","4.16","1.21","19.02","60.00","4.15","15.79","6.23","24.37","2.54","10.29","6.79","0.84","1.08","0.14","36.82","12.95","54.09","12.36","32537","36339","37717","41168","40422","37442","31878","28300","24742","20579","15898","32718","11397","7798","5364","3265","3038","410602","31052","34891","37614","41885","41793","39232","33669","30158","26550","22491","16812","31090","12646","8530","6232","4055","4464","423164","","5399","14590","428120","12280","56788","41898","43079","38161","635139","45198","158384","45065","589941","46507","113186","47857","476755","13148","13318","12650","64932","166918","42746","34891","22502","326131","246632","32846","833766","800920","706369","71230","45198","589941","829409","","","","","","115.31","117.14","115.80","95.94","62.12","93.17","89.85","0.661","0.720","0.767","0.700","0.834","0.773"
