"Tabela 3261 - Domicílios particulares permanentes, por classes de rendimento nominal mensal domiciliar per capita"
"Variável - Domicílios particulares permanentes (Unidades)"
"Bairro e Município";"Ano x Classes de rendimento nominal mensal domiciliar per capita"
"São Domingos - Coromandel (MG)";"785"
"Piteiras - Coromandel (MG)";"388"
"Santa Maria - Coromandel (MG)";"548"
"Sagrada Família - Coromandel (MG)";"238"
"União - Coromandel (MG)";"280"
"Taquaril - Coromandel (MG)";"352"
"Boa Esperança - Coromandel (MG)";"98"
"Morada Nova - Coromandel (MG)";"20"
"Dom Bosco - Coromandel (MG)";"9"
"Brasil Novo - Coromandel (MG)";"631"
"Industrial - Coromandel (MG)";"X"
"Alto Geovannini - Coronel Fabriciano (MG)";"14"
"Amaro Lanari - Coronel Fabriciano (MG)";"2174"
"Aparecida do Norte - Coronel Fabriciano (MG)";"1218"
"Bela Vista - Coronel Fabriciano (MG)";"59"
"Belvedere - Coronel Fabriciano (MG)";"288"
"Bom Jesus - Coronel Fabriciano (MG)";"610"
"Caladinho - Coronel Fabriciano (MG)";"1628"
"Centro - Coronel Fabriciano (MG)";"966"
"Aldeia do Lago - Coronel Fabriciano (MG)";"66"
"Dos Professores - Coronel Fabriciano (MG)";"302"
"Gávea - Coronel Fabriciano (MG)";"166"
"Lagoa da Mata - Coronel Fabriciano (MG)";"33"
"Mangueiras - Coronel Fabriciano (MG)";"844"
"Morada do vale - Coronel Fabriciano (MG)";"1323"
"Nazaré - Coronel Fabriciano (MG)";"299"
"Nova Tijuca - Coronel Fabriciano (MG)";"64"
"Nossa Senhora da Penha - Coronel Fabriciano (MG)";"689"
"Ponte Nova - Coronel Fabriciano (MG)";"161"
"Santa Helena - Coronel Fabriciano (MG)";"463"
"Santa Terezinha - Coronel Fabriciano (MG)";"1234"
"Todos os Santos - Coronel Fabriciano (MG)";"118"
"Universitário - Coronel Fabriciano (MG)";"267"
"Chacreamento Caladinho - Coronel Fabriciano (MG)";"X"
"Parque Industrial Novo Reno - Coronel Fabriciano (MG)";"X"
"Residencial Pomar - Coronel Fabriciano (MG)";"184"
"Vila Jacinto das Neves - Coronel Fabriciano (MG)";"70"
"Vila m. Linhares - Coronel Fabriciano (MG)";"76"
"Vila São Domingos - Coronel Fabriciano (MG)";"226"
"Vila São Francisco - Coronel Fabriciano (MG)";"320"
"Area 2 de transição Urbana/rural - Coronel Fabriciano (MG)";"26"
"Alipinho - Coronel Fabriciano (MG)";"584"
"Caladão - Coronel Fabriciano (MG)";"171"
"Contente - Coronel Fabriciano (MG)";"232"
"Córrego Alto - Coronel Fabriciano (MG)";"321"
"Florença - Coronel Fabriciano (MG)";"12"
"Floresta - Coronel Fabriciano (MG)";"923"
"Frederico Ozanan - Coronel Fabriciano (MG)";"213"
"Geovannini - Coronel Fabriciano (MG)";"982"
"Jardim Primavera - Coronel Fabriciano (MG)";"151"
"José da Silva Brito - Coronel Fabriciano (MG)";"138"
"Judith Bhering - Coronel Fabriciano (MG)";"245"
"Julia Kubistchek - Coronel Fabriciano (MG)";"1071"
"Manoel Domingos - Coronel Fabriciano (MG)";"62"
"Manoel Maia - Coronel Fabriciano (MG)";"381"
"Maria Delfina Benevides - Coronel Fabriciano (MG)";"236"
"Melo Viana - Coronel Fabriciano (MG)";"1726"
"Nossa Senhora do Carmo - Coronel Fabriciano (MG)";"602"
"Olaria - Coronel Fabriciano (MG)";"446"
"Potyra - Coronel Fabriciano (MG)";"587"
"Recanto Verde - Coronel Fabriciano (MG)";"653"
"Santa Cruz - Coronel Fabriciano (MG)";"1599"
"Santa Ines - Coronel Fabriciano (MG)";"105"
"Santa Luzia - Coronel Fabriciano (MG)";"122"
"Santa Rita - Coronel Fabriciano (MG)";"185"
"Santo Eloy - Coronel Fabriciano (MG)";"117"
"São Cristovão - Coronel Fabriciano (MG)";"137"
"São Domingos - Coronel Fabriciano (MG)";"1089"
"São Geraldo - Coronel Fabriciano (MG)";"526"
"São Vicente de Paula - Coronel Fabriciano (MG)";"197"
"Silvio Pereira I - Coronel Fabriciano (MG)";"954"
"Silvio Pereira II - Coronel Fabriciano (MG)";"908"
"Surinan - Coronel Fabriciano (MG)";"508"
"Tranquilão - Coronel Fabriciano (MG)";"122"
"Chacara Ouro Verde - Coronel Fabriciano (MG)";"202"
"Residencial Fazendinha - Coronel Fabriciano (MG)";"97"
"Residencial Pedra linda - Coronel Fabriciano (MG)";"219"
"Vila Bom Jesus - Coronel Fabriciano (MG)";"422"
"Santo Antonio - Coronel Fabriciano (MG)";"95"
"Pantanal - Frei Inocêncio (MG)";"263"
"Maria Cecília - Frei Inocêncio (MG)";"82"
"Alto Esplanada - Governador Valadares (MG)";"7"
"Azteca - Governador Valadares (MG)";"531"
"Belvedere - Governador Valadares (MG)";"27"
"Distrito Industrial - Governador Valadares (MG)";"59"
"Castanheiras - Governador Valadares (MG)";"59"
"Chácara Boa Sorte - Governador Valadares (MG)";"61"
"Chácaras Braúnas - Governador Valadares (MG)";"113"
"Chácaras Canaã - Governador Valadares (MG)";"47"
"Chácaras Encosta do Sol - Governador Valadares (MG)";"9"
"Chácaras Recanto da Cachoeira - Governador Valadares (MG)";"61"
"Capim - Governador Valadares (MG)";"241"
"Carapina - Governador Valadares (MG)";"2125"
"Cardo - Governador Valadares (MG)";"369"
"Centro - Governador Valadares (MG)";"4063"
"Cidade Jardim - Governador Valadares (MG)";"35"
"Cidade Nova - Governador Valadares (MG)";"48"
"Conquista - Governador Valadares (MG)";"242"
"Elvamar - Governador Valadares (MG)";"368"
"Esperança - Governador Valadares (MG)";"780"
"Esplanada - Governador Valadares (MG)";"400"
"Esplanadinha - Governador Valadares (MG)";"623"
"Floresta - Governador Valadares (MG)";"407"
"Fraternidade - Governador Valadares (MG)";"1018"
"Grã-Duquesa - Governador Valadares (MG)";"3237"
"Ilha dos Araújos - Governador Valadares (MG)";"2589"
"Jardim Alice - Governador Valadares (MG)";"1216"
"Jardim Alvorada - Governador Valadares (MG)";"235"
"Jardim Atalaia - Governador Valadares (MG)";"1155"
"Jardim do Trevo - Governador Valadares (MG)";"1405"
"Jardim Ipê - Governador Valadares (MG)";"1501"
"Jardim Pérola - Governador Valadares (MG)";"1662"
"Jardim Vera Cruz - Governador Valadares (MG)";"966"
"Kennedy - Governador Valadares (MG)";"645"
"Lagoa Santa - Governador Valadares (MG)";"145"
"Lourdes - Governador Valadares (MG)";"3206"
"Mãe de Deus - Governador Valadares (MG)";"599"
"Maria Eugênia - Governador Valadares (MG)";"810"
"Morada do Acampamento - Governador Valadares (MG)";"370"
"Morada do Vale - Governador Valadares (MG)";"948"
"Morro do Querosene - Governador Valadares (MG)";"266"
"Nossa Senhora das Graças - Governador Valadares (MG)";"1272"
"Nova Vila Bretas - Governador Valadares (MG)";"543"
"Novo Horizonte - Governador Valadares (MG)";"374"
"Parque das Aroeiras - Governador Valadares (MG)";"73"
"Palmeiras - Governador Valadares (MG)";"1153"
"Penha - Governador Valadares (MG)";"277"
"Planalto - Governador Valadares (MG)";"785"
"Recanto das Garças - Governador Valadares (MG)";"40"
"Residencial Figueiras - Governador Valadares (MG)";"X"
"Retiro dos Lagos - Governador Valadares (MG)";"8"
"Sagrada Família - Governador Valadares (MG)";"1048"
"Santa Helena - Governador Valadares (MG)";"2727"
"Santa Paula - Governador Valadares (MG)";"450"
"Santa Rita - Governador Valadares (MG)";"5941"
"Santa Terezinha - Governador Valadares (MG)";"1249"
"Santo Agostinho - Governador Valadares (MG)";"224"
"Santo Antônio - Governador Valadares (MG)";"693"
"Santos Dumont - Governador Valadares (MG)";"326"
"Santos Dumont II - Governador Valadares (MG)";"564"
"São Cristóvão - Governador Valadares (MG)";"1180"
"São Geraldo - Governador Valadares (MG)";"341"
"São Paulo - Governador Valadares (MG)";"2402"
"São Pedro - Governador Valadares (MG)";"1611"
"São Raimundo - Governador Valadares (MG)";"1281"
"São Tarcísio - Governador Valadares (MG)";"221"
"Sir - Governador Valadares (MG)";"1465"
"Tiradentes - Governador Valadares (MG)";"94"
"Turmalina - Governador Valadares (MG)";"2780"
"Universitário - Governador Valadares (MG)";"489"
"Vale do Sol - Governador Valadares (MG)";"79"
"Vale Pastoril - Governador Valadares (MG)";"610"
"Vale Verde - Governador Valadares (MG)";"519"
"Vila Bretas - Governador Valadares (MG)";"1734"
"Vila do Sol - Governador Valadares (MG)";"516"
"Vila dos Montes - Governador Valadares (MG)";"1000"
"Vila Isa - Governador Valadares (MG)";"2049"
"Vila Mariana - Governador Valadares (MG)";"1056"
"Vila Mariquita - Governador Valadares (MG)";"10"
"Vila Parque Ibituruna - Governador Valadares (MG)";"495"
"Vila Rica - Governador Valadares (MG)";"1090"
"Village da Serra - Governador Valadares (MG)";"8"
"Jardim Primavera - Governador Valadares (MG)";"285"
"Altinópolis - Governador Valadares (MG)";"3908"
"Monsenhor Antônio - Ipanema (MG)";"34"
"Centro - Ipatinga (MG)";"893"
"Novo Cruzeiro - Ipatinga (MG)";"598"
"Iguaçu - Ipatinga (MG)";"5426"
"Veneza - Ipatinga (MG)";"6372"
"Jardim Panorama - Ipatinga (MG)";"3003"
"Caravelas - Ipatinga (MG)";"2949"
"Canaã - Ipatinga (MG)";"8848"
"Vila Celeste - Ipatinga (MG)";"5240"
"Esperança - Ipatinga (MG)";"4871"
"Córrego Novo - Ipatinga (MG)";"641"
"Limoeiro - Ipatinga (MG)";"2670"
"Barra Alegre - Ipatinga (MG)";"704"
"Bom Jardim - Ipatinga (MG)";"5885"
"Horto - Ipatinga (MG)";"684"
"Usipa - Ipatinga (MG)";"X"
"Ideal - Ipatinga (MG)";"2866"
"Imbaúbas - Ipatinga (MG)";"1159"
"Bom Retiro - Ipatinga (MG)";"1369"
"Ferroviários - Ipatinga (MG)";"155"
"Cariru - Ipatinga (MG)";"1491"
"Castelo - Ipatinga (MG)";"153"
"Vila Ipanema - Ipatinga (MG)";"561"
"Cidade Nobre - Ipatinga (MG)";"4784"
"Bethania - Ipatinga (MG)";"8115"
"Bela Vista - Ipatinga (MG)";"1126"
"Das Águas - Ipatinga (MG)";"207"
"Chácaras Madalena - Ipatinga (MG)";"539"
"Chácaras Oliveira - Ipatinga (MG)";"400"
"Granjas Vaga-Lume - Ipatinga (MG)";"479"
"Taubas - Ipatinga (MG)";"136"
"Pedra Branca - Ipatinga (MG)";"262"
"Centro - Itabirito (MG)";"307"
"Boa Viagem - Itabirito (MG)";"182"
"Tombadouro - Itabirito (MG)";"343"
"Saudade - Itabirito (MG)";"255"
"Praia - Itabirito (MG)";"491"
"Lourdes - Itabirito (MG)";"346"
"Bela Vista - Itabirito (MG)";"582"
"Santa Efigênia - Itabirito (MG)";"911"
"São José - Itabirito (MG)";"1627"
"Novo Itabirito - Itabirito (MG)";"517"
"Cardoso - Itabirito (MG)";"869"
"São Geraldo - Itabirito (MG)";"162"
"Santa Tereza - Itabirito (MG)";"208"
"Monte Sinai - Itabirito (MG)";"388"
"Gutierrez - Itabirito (MG)";"271"
"Munu - Itabirito (MG)";"416"
"Matozinhos - Itabirito (MG)";"270"
"Santa Rita - Itabirito (MG)";"751"
"Vila Gonçalo - Itabirito (MG)";"768"
"Vila João Carolino - Itabirito (MG)";"217"
"Vila José Lopes - Itabirito (MG)";"163"
"Santo Antônio - Itabirito (MG)";"864"
"Capanema - Itabirito (MG)";"195"
"Esperança - Itabirito (MG)";"7"
"Nossa Senhora de Fátima - Itabirito (MG)";"344"
"Agostinho Rodrigues - Itabirito (MG)";"423"
"Perobas - Itabirito (MG)";"261"
"Centro - Itaúna (MG)";"2506"
"Irmãos Auler - Itaúna (MG)";"863"
"Olaria - Itaúna (MG)";"801"
"Cidade Leonani - Itaúna (MG)";"438"
"Vila Vilaça - Itaúna (MG)";"226"
"Vila Tavares - Itaúna (MG)";"197"
"Padre Eustáquio - Itaúna (MG)";"1123"
"Fazenda da Chácara - Itaúna (MG)";"X"
"Antunes - Itaúna (MG)";"70"
"Eldorado - Itaúna (MG)";"23"
"Vila Santiago - Itaúna (MG)";"9"
"Residencial Veredas - Itaúna (MG)";"406"
"Lourdes - Itaúna (MG)";"1768"
"Vila Mozart - Itaúna (MG)";"85"
"Nova Vila Mozart - Itaúna (MG)";"225"
"Fazenda Morro do Engenho - Itaúna (MG)";"296"
"Vargem Verde - Itaúna (MG)";"101"
"Pio XII - Itaúna (MG)";"344"
"Santo Antônio - Itaúna (MG)";"348"
"Nogueira Machado - Itaúna (MG)";"643"
"Residencial Morro do Sol - Itaúna (MG)";"428"
"Nogueirinha - Itaúna (MG)";"205"
"Piedade - Itaúna (MG)";"1035"
"Cerqueira Lima - Itaúna (MG)";"723"
"Belveder - Itaúna (MG)";"245"
"Tropical - Itaúna (MG)";"26"
"Vila Nazaret - Itaúna (MG)";"262"
"Residencial Novo Horizonte - Itaúna (MG)";"246"
"Universitário - Itaúna (MG)";"157"
"Das Graças - Itaúna (MG)";"870"
"São Judas Tadeu - Itaúna (MG)";"128"
"Vila Augusto Chaves - Itaúna (MG)";"29"
"Residencial Victor Gonçalves de Souza - Itaúna (MG)";"108"
"Santa Mônica - Itaúna (MG)";"164"
"Conjunto Habitacional Jadir Marinho de Faria - Itaúna (MG)";"924"
"Santanense - Itaúna (MG)";"1144"
"Vila Santa Maria - Itaúna (MG)";"38"
"Chácara Quitão - Itaúna (MG)";"167"
"Vila Washington - Itaúna (MG)";"64"
"Garcias - Itaúna (MG)";"820"
"São Geraldo - Itaúna (MG)";"172"
"Alaíta - Itaúna (MG)";"X"
"Aeroporto - Itaúna (MG)";"640"
"Residencial São Geraldo - Itaúna (MG)";"238"
"Três Marias - Itaúna (MG)";"646"
"Morada Nova - Itaúna (MG)";"1646"
"Cidade Nova - Itaúna (MG)";"705"
"Residencial Santanense - Itaúna (MG)";"297"
"Parque Jardim Santanense - Itaúna (MG)";"1206"
"São Bento - Itaúna (MG)";"124"
"Itaunense - Itaúna (MG)";"1090"
"Sol Nascente - Ituiutaba (MG)";"444"
"Ribeiro - Ituiutaba (MG)";"22"
"Guimarães - Ituiutaba (MG)";"278"
"Pirapitinga - Ituiutaba (MG)";"1183"
"Marta Helena - Ituiutaba (MG)";"931"
"Vila Hélio - Ituiutaba (MG)";"60"
"Platina - Ituiutaba (MG)";"1239"
"Alvorada - Ituiutaba (MG)";"1081"
"Satélite Andradina - Ituiutaba (MG)";"429"
"Novo Mundo - Ituiutaba (MG)";"349"
"Central - Ituiutaba (MG)";"104"
"Natal - Ituiutaba (MG)";"1753"
"Elândia - Ituiutaba (MG)";"164"
"Santa Maria - Ituiutaba (MG)";"438"
"Tupã - Ituiutaba (MG)";"173"
"Independência - Ituiutaba (MG)";"585"
"Brasil - Ituiutaba (MG)";"1113"
"Carvalho - Ituiutaba (MG)";"30"
"Junqueira - Ituiutaba (MG)";"1666"
"Jardim do Rosário - Ituiutaba (MG)";"761"
"Camargos - Ituiutaba (MG)";"321"
"Novo Horizonte - Ituiutaba (MG)";"340"
"Universitário - Ituiutaba (MG)";"866"
"Progresso - Ituiutaba (MG)";"1436"
"Ipiranga - Ituiutaba (MG)";"691"
"Bela Vista - Ituiutaba (MG)";"394"
"Cristina - Ituiutaba (MG)";"108"
"Nossa Senhora Aparecida - Ituiutaba (MG)";"70"
"Maria Vilela - Ituiutaba (MG)";"561"
"Santo Antônio - Ituiutaba (MG)";"253"
"São José - Ituiutaba (MG)";"398"
"Gardênia - Ituiutaba (MG)";"233"
"Paranaíba - Ituiutaba (MG)";"54"
"Tiradentes - Ituiutaba (MG)";"X"
"Setor Norte Industrial - Ituiutaba (MG)";"25"
"Lagoa Azul - Ituiutaba (MG)";"805"
"Residencial Eldorado - Ituiutaba (MG)";"349"
"Residencial Santa Edwiges - Ituiutaba (MG)";"207"
"Novo Tempo I - Ituiutaba (MG)";"666"
"Novo Tempo II - Ituiutaba (MG)";"1131"
"Distrito Industrial - Ituiutaba (MG)";"26"
"Residencial Monte Verde - Ituiutaba (MG)";"14"
"Mirim - Ituiutaba (MG)";"26"
"Jardim Jamila - Ituiutaba (MG)";"150"
"Lagoa Azul II - Ituiutaba (MG)";"187"
"Vila Esperança - Ituiutaba (MG)";"16"
"Morada do Sol - Ituiutaba (MG)";"160"
"Residencial Primavera - Ituiutaba (MG)";"58"
"Residencial Drummond - Ituiutaba (MG)";"23"
"Jardim Europa - Ituiutaba (MG)";"175"
"Alvorada - Jequitinhonha (MG)";"548"
"Santa Luzia - Jequitinhonha (MG)";"412"
"Santa Terezinha - Juiz de Fora (MG)";"3499"
"Centenário - Juiz de Fora (MG)";"407"
"Bairu - Juiz de Fora (MG)";"1606"
"Manoel Honório - Juiz de Fora (MG)";"2303"
"Mariano Procópio - Juiz de Fora (MG)";"767"
"Fábrica - Juiz de Fora (MG)";"1594"
"Morro da Glória - Juiz de Fora (MG)";"1522"
"Santa Catarina - Juiz de Fora (MG)";"647"
"Jardim Glória - Juiz de Fora (MG)";"1290"
"Jardim Santa Helena - Juiz de Fora (MG)";"2189"
"Vale do Ipê - Juiz de Fora (MG)";"587"
"Vitorino Braga - Juiz de Fora (MG)";"1417"
"Botanagua - Juiz de Fora (MG)";"490"
"Centro - Juiz de Fora (MG)";"8754"
"Costa Carvalho - Juiz de Fora (MG)";"2499"
"Poço Rico - Juiz de Fora (MG)";"1114"
"Jardim Paineiras - Juiz de Fora (MG)";"1980"
"Grambery - Juiz de Fora (MG)";"2435"
"São Mateus - Juiz de Fora (MG)";"7676"
"Alto dos Passos - Juiz de Fora (MG)";"1898"
"Bom Pastor - Juiz de Fora (MG)";"2431"
"Dom Bosco - Juiz de Fora (MG)";"1424"
"Mundo Novo - Juiz de Fora (MG)";"1171"
"Boa Vista - Juiz de Fora (MG)";"586"
"Santa Cecília - Juiz de Fora (MG)";"1201"
"Cascatinha - Juiz de Fora (MG)";"1962"
"Borboleta - Juiz de Fora (MG)";"2052"
"Morro do Imperador - Juiz de Fora (MG)";"427"
"Martelos - Juiz de Fora (MG)";"1842"
"São Pedro - Juiz de Fora (MG)";"4832"
"Teixeiras - Juiz de Fora (MG)";"2337"
"Aeroporto - Juiz de Fora (MG)";"656"
"Novo Horizonte - Juiz de Fora (MG)";"645"
"Salvaterra - Juiz de Fora (MG)";"89"
"Nova Califórnia - Juiz de Fora (MG)";"71"
"Cruzeiro de Santo Antônio - Juiz de Fora (MG)";"298"
"Barbosa Lage - Juiz de Fora (MG)";"4091"
"Jóckey Club - Juiz de Fora (MG)";"1434"
"Jardim Natal - Juiz de Fora (MG)";"1652"
"Francisco Bernardino - Juiz de Fora (MG)";"3936"
"Carlos Chagas - Juiz de Fora (MG)";"556"
"Cerâmica - Juiz de Fora (MG)";"1078"
"Monte Castelo - Juiz de Fora (MG)";"1833"
"Esplanada - Juiz de Fora (MG)";"1000"
"Benfica - Juiz de Fora (MG)";"6972"
"Barreira do Triunfo - Juiz de Fora (MG)";"843"
"Reprêsa - Juiz de Fora (MG)";"179"
"Remonta - Juiz de Fora (MG)";"150"
"Nova Era - Juiz de Fora (MG)";"3288"
"Santa Cruz - Juiz de Fora (MG)";"5160"
"Nossa Senhora de Lourdes - Juiz de Fora (MG)";"2680"
"São Bernardo - Juiz de Fora (MG)";"1253"
"São Benedito - Juiz de Fora (MG)";"4708"
"Cesário Alvim - Juiz de Fora (MG)";"453"
"Grajaú - Juiz de Fora (MG)";"2244"
"Meggliolário - Juiz de Fora (MG)";"2146"
"Bonfim - Juiz de Fora (MG)";"977"
"Eldorado - Juiz de Fora (MG)";"1984"
"Jardim Bonclima - Juiz de Fora (MG)";"226"
"Santa Rita de Cássia - Juiz de Fora (MG)";"1865"
"Progresso - Juiz de Fora (MG)";"6010"
"Granjas Bethania - Juiz de Fora (MG)";"1176"
"Vale dos Bandeirantes - Juiz de Fora (MG)";"4542"
"Linhares - Juiz de Fora (MG)";"3700"
"Muçunge da Grama - Juiz de Fora (MG)";"3661"
"Ozanan - Juiz de Fora (MG)";"488"
"Vila Olavo Costa - Juiz de Fora (MG)";"1252"
"Vila Furtado de Menezes - Juiz de Fora (MG)";"837"
"Santo Antônio do Paraibuna - Juiz de Fora (MG)";"2933"
"Barão do Retiro - Juiz de Fora (MG)";"2518"
"Vila Ideal - Juiz de Fora (MG)";"1876"
"Graminha - Juiz de Fora (MG)";"833"
"Floresta - Juiz de Fora (MG)";"320"
"Ipiranga - Juiz de Fora (MG)";"4896"
"Santa Luzia - Juiz de Fora (MG)";"4600"
"Bomba de Fogo - Juiz de Fora (MG)";"569"
"São Geraldo - Juiz de Fora (MG)";"1332"
"Sagrado Coração de Jesus - Juiz de Fora (MG)";"819"
"Santa Efigênia - Juiz de Fora (MG)";"2341"
"Industrial - Juiz de Fora (MG)";"1005"
"São Dimas - Juiz de Fora (MG)";"49"
"Pinheiro - Manhuaçu (MG)";"325"
"Jardim Guanabara - Mar de Espanha (MG)";"1172"
"Paloma - Monte Alegre de Minas (MG)";"414"
"Santo Antônio - Monte Alegre de Minas (MG)";"231"
"Industrial - Monte Alegre de Minas (MG)";"70"
"Rancho Alegre - Monte Alegre de Minas (MG)";"190"
"Flamengo - Monte Alegre de Minas (MG)";"475"
"Bela Vista - Monte Alegre de Minas (MG)";"261"
"Prudente - Monte Alegre de Minas (MG)";"128"
"Santa Maria - Monte Alegre de Minas (MG)";"290"
"Petrópolis - Monte Alegre de Minas (MG)";"172"
"Chapada - Monte Alegre de Minas (MG)";"225"
"Centro - Nanuque (MG)";"2269"
"Laticínios - Nanuque (MG)";"640"
"Feirinha - Nanuque (MG)";"343"
"Cruzeiro - Nanuque (MG)";"375"
"Getúlio Vargas - Nanuque (MG)";"1005"
"Stella Matutina - Nanuque (MG)";"367"
"Vila Operária - Nanuque (MG)";"153"
"Pedra Negra - Nanuque (MG)";"128"
"Sete de Setembro - Nanuque (MG)";"431"
"São Geraldo - Nanuque (MG)";"458"
"Vila Nova - Nanuque (MG)";"1200"
"Nak Nuk - Nanuque (MG)";"223"
"Zarur - Nanuque (MG)";"268"
"Vila Esperança - Nanuque (MG)";"1077"
"Romilda Ruas - Nanuque (MG)";"361"
"Nossa Senhora de Fátima - Nanuque (MG)";"537"
"Israel Pinheiro - Nanuque (MG)";"506"
"São Sebastião - Nova Ponte (MG)";"144"
"São João - Nova Ponte (MG)";"169"
"Centro - Nova Ponte (MG)";"485"
"São Francisco - Nova Ponte (MG)";"233"
"Rosário - Nova Ponte (MG)";"276"
"Industrial - Nova Ponte (MG)";"648"
"Centro - Passos (MG)";"1897"
"São Francisco - Passos (MG)";"2183"
"Penha - Passos (MG)";"2240"
"Santa Casa - Passos (MG)";"630"
"Canjeranus - Passos (MG)";"931"
"São Benedito - Passos (MG)";"1076"
"Belo Horizonte - Passos (MG)";"2088"
"Nossa Senhora das Graças - Passos (MG)";"996"
"Muarama - Passos (MG)";"1397"
"Universitário - Passos (MG)";"8"
"Aeroporto - Passos (MG)";"36"
"Cohab - Passos (MG)";"3427"
"Vila São José - Passos (MG)";"62"
"Califórnia - Passos (MG)";"1973"
"Coimbras - Passos (MG)";"2147"
"Polivalente - Passos (MG)";"730"
"Santa Luzia - Passos (MG)";"2600"
"Bela Vista - Passos (MG)";"2216"
"Jardim Colégio de Passos - Passos (MG)";"641"
"Vila Rica - Passos (MG)";"1462"
"Aclimação - Passos (MG)";"1174"
"Nossa Senhora Aparecida - Passos (MG)";"1191"
"João Paulo II - Passos (MG)";"496"
"Centro - Patos de Minas (MG)";"2919"
"Sobradinho - Patos de Minas (MG)";"409"
"Jardim América - Patos de Minas (MG)";"289"
"Rosário - Patos de Minas (MG)";"662"
"Aurélio Caixeta - Patos de Minas (MG)";"772"
"São Francisco - Patos de Minas (MG)";"646"
"Jardim Paraíso - Patos de Minas (MG)";"220"
"Jardim Centro - Patos de Minas (MG)";"553"
"Antônio Caixeta - Patos de Minas (MG)";"567"
"Boa Vista - Patos de Minas (MG)";"496"
"Eldorado - Patos de Minas (MG)";"296"
"Cónego Getúlio - Patos de Minas (MG)";"401"
"Lagoa Grande - Patos de Minas (MG)";"787"
"Brasil - Patos de Minas (MG)";"1006"
"Várzea - Patos de Minas (MG)";"512"
"Santo Antônio - Patos de Minas (MG)";"418"
"Copacabana - Patos de Minas (MG)";"339"
"Guanabara - Patos de Minas (MG)";"380"
"Lagoinha - Patos de Minas (MG)";"425"
"Cerrado - Patos de Minas (MG)";"328"
"Nossa Senhora das Graças - Patos de Minas (MG)";"917"
"Padre Eustáquio - Patos de Minas (MG)";"787"
"Residencial Sorriso - Patos de Minas (MG)";"253"
"Coração Eucarístico - Patos de Minas (MG)";"222"
"Nossa Senhora de Fátima - Patos de Minas (MG)";"1003"
"Jardim Itamarati - Patos de Minas (MG)";"207"
"Alvorada - Patos de Minas (MG)";"1016"
"Caramuru - Patos de Minas (MG)";"1152"
"Alto dos Caiçaras - Patos de Minas (MG)";"361"
"Caiçaras - Patos de Minas (MG)";"521"
"Abner Afonso - Patos de Minas (MG)";"452"
"Bela Vista - Patos de Minas (MG)";"399"
"Vila Garcia - Patos de Minas (MG)";"1041"
"Nova Floresta - Patos de Minas (MG)";"2052"
"Alto da Colina - Patos de Minas (MG)";"562"
"Morada do Sol - Patos de Minas (MG)";"392"
"Jardim Esperança - Patos de Minas (MG)";"1433"
"Residencial Monjolo - Patos de Minas (MG)";"276"
"Jardim Aquárius - Patos de Minas (MG)";"367"
"Novo Horizonte - Patos de Minas (MG)";"936"
"Jardim Califórnia - Patos de Minas (MG)";"325"
"Jardim Floresta - Patos de Minas (MG)";"119"
"Valparaíso - Patos de Minas (MG)";"379"
"Cidade Jardim - Patos de Minas (MG)";"296"
"Jardim Recanto - Patos de Minas (MG)";"490"
"Sebastião Amorim - Patos de Minas (MG)";"1080"
"Jardim Panorâmico - Patos de Minas (MG)";"918"
"São José Operário - Patos de Minas (MG)";"309"
"Brasília - Patos de Minas (MG)";"214"
"Nossa Senhora Aparecida - Patos de Minas (MG)";"765"
"Santa Terezinha - Patos de Minas (MG)";"1226"
"Cristo Redentor - Patos de Minas (MG)";"1623"
"Santa Luzia - Patos de Minas (MG)";"608"
"Vila Rosa - Patos de Minas (MG)";"466"
"Jardim Paulistano - Patos de Minas (MG)";"351"
"Jardim dos Andrades - Patos de Minas (MG)";"476"
"Cidade Nova - Patos de Minas (MG)";"182"
"Jardim Céu Azul - Patos de Minas (MG)";"479"
"Ipanema - Patos de Minas (MG)";"527"
"Residencial Gramado - Patos de Minas (MG)";"630"
"Planalto - Patos de Minas (MG)";"617"
"Distrito Industrial I - Patos de Minas (MG)";"6"
"Distrito Industrial II - Patos de Minas (MG)";"22"
"Residencial Barreiro - Patos de Minas (MG)";"16"
"São Judas Tadeu - Patrocínio (MG)";"318"
"São Benedito - Patrocínio (MG)";"641"
"Santa Terezinha - Patrocínio (MG)";"1236"
"Matinha - Patrocínio (MG)";"661"
"São Cristóvão - Patrocínio (MG)";"777"
"Marciano Brandão - Patrocínio (MG)";"1091"
"Santo Antônio - Patrocínio (MG)";"1191"
"São Vicente - Patrocínio (MG)";"746"
"Cidade Jardim - Patrocínio (MG)";"529"
"Constantino - Patrocínio (MG)";"801"
"Nossa Senhora de Fátima - Patrocínio (MG)";"712"
"São Francisco - Patrocínio (MG)";"633"
"Cruzeiro da Serra - Patrocínio (MG)";"156"
"Industrial - Patrocínio (MG)";"92"
"São Lucas - Patrocínio (MG)";"75"
"Dona Diva - Patrocínio (MG)";"67"
"Morada Nova - Patrocínio (MG)";"1978"
"Boa Esperança - Patrocínio (MG)";"571"
"Amir Amaral - Patrocínio (MG)";"170"
"Congonhas - Patrocínio (MG)";"245"
"Olímpio Nunes - Patrocínio (MG)";"390"
"Morada do Sol - Patrocínio (MG)";"218"
"Carajás - Patrocínio (MG)";"232"
"Serra Negra - Patrocínio (MG)";"2267"
